    ETA       F       G
    3.38000    1.00002   -0.00000
    3.40000    1.00002   -0.00000
    3.42000    1.00002   -0.00000
    3.44000    1.00002   -0.00000
    3.46000    1.00002   -0.00000
    3.48000    1.00002   -0.00000
    3.50000    1.00002   -0.00000
    3.52000    1.00002   -0.00000
    3.54000    1.00002   -0.00000
    3.56000    1.00003   -0.00000
    3.58000    1.00003   -0.00000
    3.60000    1.00002   -0.00000
    3.62000    1.00002   -0.00000
    3.64000    1.00002   -0.00000
    3.66000    1.00002   -0.00000
    3.68000    1.00002   -0.00000
    3.70000    1.00002   -0.00000
    3.72000    1.00002   -0.00000
    3.74000    1.00002   -0.00000
    3.76000    1.00002   -0.00000
    3.78000    1.00002   -0.00000
    3.80000    1.00002   -0.00000
    3.82000    1.00002   -0.00000
    3.84000    1.00002   -0.00000
    3.86000    1.00002   -0.00000
    3.88000    1.00002   -0.00000
    3.90000    1.00002   -0.00000
    3.92000    1.00002   -0.00000
    3.94000    1.00002   -0.00000
    3.96000    1.00002   -0.00000
    3.98000    1.00002   -0.00000
    4.00000    1.00002   -0.00000
    4.02000    1.00002   -0.00000
    4.04000    1.00002   -0.00000
    4.06000    1.00002   -0.00000
    4.08000    1.00002   -0.00000
    4.10000    1.00002   -0.00000
    4.12000    1.00002   -0.00000
    4.14000    1.00002   -0.00000
    4.16000    1.00002   -0.00000
    4.18000    1.00003   -0.00000
    4.20000    1.00003   -0.00000
    4.22000    1.00003   -0.00000
    4.24000    1.00002   -0.00000
    4.26000    1.00002   -0.00000
    4.28000    1.00002   -0.00000
    4.30000    1.00002   -0.00000
    4.32000    1.00002   -0.00000
    4.34000    1.00002   -0.00000
    4.36000    1.00002   -0.00000
    4.38001    1.00002   -0.00000
    4.40001    1.00002   -0.00000
    4.42001    1.00002   -0.00000
    4.44001    1.00001   -0.00000
    4.46001    1.00001   -0.00000
    4.48001    1.00001   -0.00000
    4.50001    1.00001   -0.00000
    4.52001    1.00001   -0.00000
    4.54001    1.00000   -0.00000
    4.56001    1.00000   -0.00000
    4.58001    1.00000   -0.00000
    4.60001    1.00000   -0.00000
    4.62001    1.00000   -0.00000
    4.64001    1.00000   -0.00000
    4.66001    0.99999   -0.00000
    4.68001    0.99999   -0.00000
    4.70001    0.99999   -0.00000
    4.72001    0.99999   -0.00000
    4.74001    0.99999   -0.00000
    4.76001    0.99999   -0.00000
    4.78001    0.99999   -0.00000
    4.80001    0.99999   -0.00000
    4.82002    0.99999   -0.00000
    4.84002    0.99999   -0.00000
    4.86002    0.99999   -0.00000
    4.88002    0.99999   -0.00000
    4.90002    0.99999   -0.00000
    4.92002    1.00000   -0.00000
    4.94002    1.00000   -0.00000
    4.96002    1.00000   -0.00000
    4.98002    1.00000   -0.00000
    5.00002    1.00000    0.00000
