ETA,F,G
2.72,1.00005,0.0
2.74,1.00005,0.0
2.76,1.00004,0.0
2.78,1.00004,0.0
2.8,1.00003,0.0
2.82,1.00003,0.0
2.84,1.00003,0.0
2.86,1.00003,0.0
2.88,1.00002,0.0
2.9,1.00002,-0.0
2.92,1.00002,-0.0
2.94,1.00002,-0.0
2.96,1.00002,-0.0
2.98,1.00002,-0.0
3.0,1.00001,-0.0
3.02,1.00001,-0.0
3.04,1.00001,-0.0
3.06,1.00001,-0.0
3.08,1.00001,-0.0
3.1,1.00001,-0.0
3.12,1.00001,-0.0
3.14,1.00001,-0.0
3.16,1.00001,-0.0
3.18,1.0,-0.0
3.2,1.0,-0.0
3.22,1.0,-0.0
3.24,1.0,-0.0
3.26,1.0,-0.0
3.28,1.0,-0.0
3.3,1.0,-0.0
3.32,1.0,-0.0
3.34,1.0,-0.0
3.36,0.99999,-0.0
3.38,0.99999,-0.0
3.4,0.99999,-0.0
3.42,0.99999,-0.0
3.44,0.99999,-0.0
3.46,0.99999,-0.0
3.48,0.99999,-0.0
3.5,0.99999,-0.0
3.52,0.99999,-0.0
3.54,0.99998,-0.0
3.56,0.99998,-0.0
3.58,0.99998,-0.0
3.6,0.99998,-0.0
3.62,0.99998,-0.0
3.64,0.99998,-0.0
3.66,0.99998,-0.0
3.68,0.99998,-0.0
3.7,0.99997,-0.0
3.72,0.99997,-0.0
3.74,0.99997,-0.0
3.76,0.99997,-0.0
3.78,0.99997,-0.0
3.8,0.99997,-0.0
3.82,0.99997,-0.0
3.84,0.99997,-0.0
3.86,0.99997,-0.0
3.88,0.99997,-0.0
3.9,0.99997,-0.0
3.92,0.99997,-0.0
3.94,0.99997,-0.0
3.96,0.99997,-0.0
3.98,0.99997,-0.0
4.0,0.99997,-0.0
4.02,0.99997,-0.0
4.04,0.99998,-0.0
4.06,0.99998,-0.0
4.08,0.99998,-0.0
4.1,0.99998,-0.0
4.12,0.99998,-0.0
4.14,0.99998,-0.0
4.16,0.99998,-0.0
4.18,0.99998,-0.0
4.2,0.99998,-0.0
4.22,0.99998,-0.0
4.24,0.99998,-0.0
4.26,0.99999,-0.0
4.28,0.99999,-0.0
4.3,0.99999,-0.0
4.32,0.99999,-0.0
4.34,0.99999,-0.0
4.36,0.99999,-0.0
4.38001,0.99999,-0.0
4.40001,0.99999,-0.0
4.42001,0.99999,-0.0
4.44001,0.99999,-0.0
4.46001,0.99999,-0.0
4.48001,0.99999,-0.0
4.50001,0.99999,-0.0
4.52001,0.99999,-0.0
4.54001,0.99999,-0.0
4.56001,0.99999,-0.0
4.58001,0.99999,-0.0
4.60001,0.99999,-0.0
4.62001,0.99999,-0.0
4.64001,0.99999,-0.0
4.66001,0.99999,-0.0
4.68001,0.99999,-0.0
4.70001,0.99999,-0.0
4.72001,0.99999,-0.0
4.74001,0.99999,-0.0
4.76001,0.99999,-0.0
4.78001,0.99999,-0.0
4.80001,0.99999,-0.0
4.82002,0.99999,-0.0
4.84002,0.99999,-0.0
4.86002,0.99999,-0.0
4.88002,0.99999,-0.0
4.90002,0.99999,-0.0
4.92002,1.0,-0.0
4.94002,1.0,-0.0
4.96002,1.0,-0.0
4.98002,1.0,-0.0
5.00002,1.0,0.0
