    ETA       F       G
    2.00000    1.00011    0.00000
    2.02000    1.00009    0.00000
    2.04000    1.00008    0.00000
    2.06000    1.00008    0.00000
    2.08000    1.00007    0.00000
    2.10000    1.00006    0.00000
    2.12000    1.00006    0.00000
    2.14000    1.00005    0.00000
    2.16000    1.00005    0.00000
    2.18000    1.00004    0.00000
    2.20000    1.00004    0.00000
    2.22000    1.00003    0.00000
    2.24000    1.00003    0.00000
    2.26000    1.00002    0.00000
    2.28000    1.00002    0.00000
    2.30000    1.00002    0.00000
    2.32000    1.00001    0.00000
    2.34000    1.00001    0.00000
    2.36000    1.00001    0.00000
    2.38000    1.00001    0.00000
    2.40000    1.00000    0.00000
    2.42000    1.00000    0.00000
    2.44000    1.00000    0.00000
    2.46000    1.00000    0.00000
    2.48000    1.00000    0.00000
    2.50000    1.00000    0.00000
    2.52000    1.00000    0.00000
    2.54000    1.00000    0.00000
    2.56000    1.00000    0.00000
    2.58000    1.00000    0.00000
    2.60000    1.00000    0.00000
    2.62000    1.00000    0.00000
    2.64000    1.00000    0.00000
    2.66000    1.00001    0.00000
    2.68000    1.00001    0.00000
    2.70000    1.00001   -0.00000
    2.72000    1.00001   -0.00000
    2.74000    1.00001   -0.00000
    2.76000    1.00002   -0.00000
    2.78000    1.00002   -0.00000
    2.80000    1.00002   -0.00000
    2.82000    1.00002   -0.00000
    2.84000    1.00002   -0.00000
    2.86000    1.00002   -0.00000
    2.88000    1.00002   -0.00000
    2.90000    1.00002   -0.00000
    2.92000    1.00001   -0.00000
    2.94000    1.00001   -0.00000
    2.96000    1.00001   -0.00000
    2.98000    1.00001   -0.00000
    3.00000    1.00001   -0.00000
    3.02000    1.00001   -0.00000
    3.04000    1.00001   -0.00000
    3.06000    1.00000   -0.00000
    3.08000    1.00000   -0.00000
    3.10000    1.00000   -0.00000
    3.12000    1.00000   -0.00000
    3.14000    1.00000   -0.00000
    3.16000    0.99999   -0.00000
    3.18000    0.99999   -0.00000
    3.20000    0.99999   -0.00000
    3.22000    0.99999   -0.00000
    3.24000    0.99999   -0.00000
    3.26000    0.99999   -0.00000
    3.28000    0.99999   -0.00000
    3.30000    0.99999   -0.00000
    3.32000    0.99999   -0.00000
    3.34000    0.99999   -0.00000
    3.36000    0.99999   -0.00000
    3.38000    0.99999   -0.00000
    3.40000    0.99999   -0.00000
    3.42000    0.99999   -0.00000
    3.44000    0.99999   -0.00000
    3.46000    0.99998   -0.00000
    3.48000    0.99998   -0.00000
    3.50000    0.99998   -0.00000
    3.52000    0.99998   -0.00000
    3.54000    0.99998   -0.00000
    3.56000    0.99998   -0.00000
    3.58000    0.99998   -0.00000
    3.60000    0.99998   -0.00000
    3.62000    0.99998   -0.00000
    3.64000    0.99998   -0.00000
    3.66000    0.99998   -0.00000
    3.68000    0.99998   -0.00000
    3.70000    0.99998   -0.00000
    3.72000    0.99998   -0.00000
    3.74000    0.99998   -0.00000
    3.76000    0.99998   -0.00000
    3.78000    0.99997   -0.00000
    3.80000    0.99997   -0.00000
    3.82000    0.99997   -0.00000
    3.84000    0.99997   -0.00000
    3.86000    0.99997   -0.00000
    3.88000    0.99997   -0.00000
    3.90000    0.99997   -0.00000
    3.92000    0.99997   -0.00000
    3.94000    0.99997   -0.00000
    3.96000    0.99998   -0.00000
    3.98000    0.99998   -0.00000
    4.00000    0.99998   -0.00000
    4.02000    0.99998   -0.00000
    4.04000    0.99998   -0.00000
    4.06000    0.99998   -0.00000
    4.08000    0.99998   -0.00000
    4.10000    0.99998   -0.00000
    4.12000    0.99998   -0.00000
    4.14000    0.99998   -0.00000
    4.16000    0.99998   -0.00000
    4.18000    0.99998   -0.00000
    4.20000    0.99998   -0.00000
    4.22000    0.99998   -0.00000
    4.24000    0.99998   -0.00000
    4.26000    0.99998   -0.00000
    4.28000    0.99999   -0.00000
    4.30000    0.99999   -0.00000
    4.32000    0.99999   -0.00000
    4.34000    0.99999   -0.00000
    4.36000    0.99999   -0.00000
    4.38001    0.99999   -0.00000
    4.40001    0.99999   -0.00000
    4.42001    0.99999   -0.00000
    4.44001    0.99999   -0.00000
    4.46001    0.99999   -0.00000
    4.48001    0.99999   -0.00000
    4.50001    0.99999   -0.00000
    4.52001    1.00000   -0.00000
    4.54001    1.00000   -0.00000
    4.56001    1.00000   -0.00000
    4.58001    1.00000   -0.00000
    4.60001    1.00000   -0.00000
    4.62001    1.00000   -0.00000
    4.64001    1.00001   -0.00000
    4.66001    1.00001   -0.00000
    4.68001    1.00001   -0.00000
    4.70001    1.00001   -0.00000
    4.72001    1.00000   -0.00000
    4.74001    1.00000   -0.00000
    4.76001    1.00000   -0.00000
    4.78001    1.00000   -0.00000
    4.80001    1.00000   -0.00000
    4.82002    1.00000   -0.00000
    4.84002    1.00000   -0.00000
    4.86002    1.00000   -0.00000
    4.88002    1.00000   -0.00000
    4.90002    1.00000   -0.00000
    4.92002    1.00000   -0.00000
    4.94002    1.00000   -0.00000
    4.96002    1.00000   -0.00000
    4.98002    1.00000   -0.00000
    5.00002    1.00000    0.00000
